id,year,month,location,lat,lon,type,rating,edec,geog.acc,sight.loc,obs.mob,time.period,no.obs,no.thyl,dist
865,1972,NA,Trowutta,-41.06811,145.09046,S,3,EO,Approx,Bush,Walking,Day,3+,1,Far
866,1985,5,Murchison Highway,-41.56461,145.68213,S,5,EO,Broad,Road,Driving,Night,1,1,Near
867,1983,NA,West Coast,-42.06122,145.25448,S,5,EO,Broad,Bush,Walking,Night,1,1,Near
868,1968,9,Lachlan,-42.82975,147.04268,S,4,EO,Approx,Bush,Walking,Night,1,1,Near
869,1966,NA,Glenfern,-42.80922,146.99663,S,3,EO,Approx,Bush,Walking,Night,1,1,Near
870,1973,NA,South Preston,-41.35672,146.05985,O,3,OO,Approx,Road,Driving,Day,1,1,Near
871,1969,1,Mathinna,-41.52524,147.79078,O,3,OO,Approx,Bush,Walking,Night,3+,1,Near
872,1970,12,Lake Lea,-41.51882,145.91054,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
873,1970,9,Meunna,-41.0796,145.50509,O,4,OO,Approx,Bush,Walking,Night,3+,1,Unkn
874,1970,12,Meunna,-40.85239,145.36667,O*I,2,OI,Approx,Bush,Walking,Day,2,1,Near
875,1965,NA,Great Lake,-41.98078,146.72157,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
876,1965,NA,Henty River,-41.99392,145.47139,K*,3,EO,Approx,Bush,Walking,Unkn,1,1,Unkn
877,1971,NA,Mawbanna,-40.9665,145.35767,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
878,1960,NA,Henty River,-41.99392,145.47139,O,3,OO,Approx,Road,Driving,Unkn,1,1,Unkn
879,1971,NA,St Marys,-41.57955,148.09993,O*,1,OO,Approx,Bush,Walking,Unkn,1,3+,Unkn
880,1960,NA,Adamsfield,-42.71924,146.3249,O*,1,OO,Approx,Bush,Walking,Night,1,1,Near
881,1965,NA,Priory,-41.29263,148.21575,O,3,OO,Approx,Bush,Walking,Night,1,1,Near
882,1970,NA,Bonneys Plains,-41.78881,147.62312,O,3,OO,Approx,Road,Driving,Night,1,1,Near
883,1966,NA,Gray,-41.6415,148.22104,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
884,1967,NA,Gray,-41.6415,148.22104,O,3,OO,Approx,Road,Driving,Night,1,2,Near
885,1968,NA,Ben Lomond,-41.56573,147.66182,SI,5,EI,Approx,Bush,Walking,Day,2,1,Near
887,1971,11,Rossarden,-41.64155,147.60154,O,4,OO,Approx,Road,Walking,Night,1,1,Near
888,1969,NA,Avoca,-41.78138,147.72193,O,3,OO,Approx,Road,Driving,Unkn,1,1,Unkn
889,1947,NA,North East,-41.71323,147.83794,C*,5,EO,Broad,Bush,Walking,Day,2,1,Near
891,1962,NA,Evercreech Forest Reserve,-41.40168,147.97247,O,3,OO,Approx,Bush,Walking,Unkn,3+,2,Unkn
892,1969,NA,Binalong Bay,-41.24863,148.29484,SI,4,EI,Approx,Bush,Walking,Day,1,1,Near
893,1970,NA,Rossarden,-41.64155,147.60154,O*,1,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
894,1945,NA,Mt Young,-41.36004,147.95003,K*,5,EO,Approx,Bush,Walking,Day,2,1,Near
895,1964,NA,Royal George,-41.84829,147.88876,O,3,OO,Approx,Road,Driving,Night,1,1,Near
896,1965,NA,Ben Lomond,-41.56573,147.66182,K*,3,EO,Approx,Bush,Walking,Unkn,Unkn,1,Unkn
897,1969,NA,Bicheno,-41.85124,148.26312,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
898,1969,NA,Fingal,-41.76063,147.83954,O,3,OO,Approx,Bush,Walking,Day,2,1,Far
899,1972,NA,Ormley,-41.72183,147.8271,O,2,OO,Approx,Bush,Walking,Unkn,1,1,Near
900,1969,NA,Tower Hill Rd,-41.57036,147.90962,K*,3,EO,Approx,Bush,Walking,Unkn,Unkn,1,Unkn
901,1963,NA,Woolnorth,-40.71422,144.73783,SI,5,EI,Approx,Bush,Walking,Day,3+,1,Near
902,1964,5,Glen Huon,-43.02519,146.95824,S,4,EO,Approx,Bush,Walking,Day,1,2,Near
903,1955,NA,Mt Lloyd,-42.83086,146.94704,S,4,EO,Approx,Bush,Walking,Day,1,1,Far
904,1963,12,Catamaran,-43.55321,146.88431,S,3,EO,Approx,Road,Driving,Unkn,1,1,Unkn
905,1947,NA,Jane River Track,-42.27952,145.90966,SI,5,EI,Approx,Bush,Walking,Day,2,1,Near
906,1937,NA,South Gordon Track,-42.83199,146.27675,OI,4,OI,Approx,Bush,Walking,Night,3+,2,Far
907,1958,1,Mt Solitary,-43.15176,146.10406,SI,5,EI,Precise,Bush,Walking,Day,1,1,Near
908,1983,12,Mole Creek,-41.55654,146.40325,S,3,EO,Approx,Bush,Walking,Night,2,1,Near
910,2001,7,The Sideling,-41.25766,147.43029,O,1,OO,Approx,Road,Driving,Night,1,1,Near
912,1999,12,Pyengana,-41.28954,148.00465,O,4,OO,Approx,Road,Driving,Unkn,1,1,Unkn
913,1999,1,Arthurs Lake,-42.03444,146.89765,O*,1,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
914,1998,12,Pyengana,-41.27108,147.97019,O,4,OO,Approx,Road,Driving,Unkn,3+,1,Near
915,1998,10,Tullah,-41.73967,145.61492,O,1,OO,Approx,Road,Driving,Unkn,2,1,Near
919,1995,NA,Studland Bay,-40.75143,144.70546,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
920,1959,11,Ironstone Creek,-43.0401,147.05188,O,4,OO,Approx,Road,Driving,Night,2,1,Near
921,1945,NA,Coles Bay Rd,-42.03376,148.22431,O,4,OO,Approx,Road,Driving,Night,1,1,Unkn
922,1960,NA,Bally's Peak,-42.06298,146.52359,S,4,EO,Approx,Road,Driving,Day,2,1,Near
923,2002,6,Circular Head,-40.81164,145.25655,O,5,OO,Approx,Road,Driving,Night,1,1,Near
924,2005,7,Arthurs Lake,-42.03444,146.89765,O*I,2,OI,Approx,Bush,Walking,Day,2,1,Near
925,1942,NA,Stitt River bridge,-41.78201,145.5404,O,5,OO,Approx,Road,Walking,Day,1,1,Near
926,1949,4,Mountain River,-42.94243,147.12849,O,5,OO,Approx,Bush,Walking,Night,3+,1,Unkn
927,1949,2,New River,-43.46722,146.55611,OI,3,OI,Approx,Bush,Walking,Day,1,1,Near
928,1949,3,Mountain River,-42.94243,147.12849,O*,1,OO,Approx,Bush,Walking,Night,1,1,Near
929,1957,1,Birthday Bay,-42.43838,145.25179,O,2,OO,Approx,Unkn,Driving,Day,2,1,Far
930,1989,NA,South West,-43.26632,146.07484,O,5,OO,Broad,Bush,Walking,Day,1,1,Near
931,1953,1,Lake Pedder,-42.93428,146.2007,O*I,1,OI,Approx,Bush,Walking,Day,1,1,Near
932,1949,NA,Bathurst Range,-43.29185,146.27787,S,4,EO,Approx,Bush,Walking,Unkn,1,1,Unkn
933,1951,NA,Arthur River,-41.05263,144.66732,S,4,EO,Approx,Bush,Walking,Unkn,1,1,Unkn
934,1945,NA,Mt Anne,-42.89971,146.48614,SI,5,EI,Approx,Bush,Walking,Day,2,2,Near
935,1946,5,Nabowla,-41.16061,147.36868,OI,4,OI,Approx,Bush,Walking,Night,1,2,Far
936,1941,NA,Gum Ridge,-42.45027,146.00386,S,5,EO,Approx,Bush,Walking,Night,2,1,Near
937,1997,8,North West,-41.23176,144.69192,O,5,OO,Broad,Bush,Walking,Day,1,1,Near
938,1959,6,Woolnorth,-40.71422,144.73783,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
939,1960,2,Welcome Heath,-40.74654,144.74974,O,5,OO,Approx,Road,Driving,Night,3+,1,Near
940,1962,NA,Old Road gates,-40.95095,144.80529,O,5,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
941,1958,NA,Walls of Jerusalem,-41.90178,146.25172,S,4,EO,Approx,Bush,Walking,Day,1,1,Near
942,1985,NA,Port Davey,-43.23149,145.97077,S,5,EO,Approx,Bush,Walking,Day,1,3+,Unkn
943,1960,NA,Coles Bay,-42.0832,148.23611,K*,3,EO,Approx,Bush,Walking,Day,1,1,Near
944,1949,NA,Great Lake,-41.98876,146.64638,O,2,OO,Approx,Bush,Walking,Unkn,2,1,Unkn
945,1961,NA,Walls of Jerusalem,-41.90178,146.25172,SI,5,EI,Approx,Bush,Walking,Night,1,1,Far
946,1937,NA,Lake Country,-41.87168,146.83211,S,5,EO,Broad,Bush,Walking,Unkn,3+,3+,Unkn
947,1964,NA,Calm Bay,-40.79003,144.70629,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
948,1963,10,Queenstown-Strahan Rd,-42.15579,145.44573,O*,2,OO,Approx,Road,Driving,Night,1,1,Near
949,1965,2,Tarraleah,-42.27933,146.45474,O,4,OO,Approx,Road,Driving,Night,1,1,Unkn
950,1958,1,Nubeena,-43.09769,147.74386,O,4,OO,Approx,Road,Driving,Day,2,1,Near
951,1979,7,Ulverstone,-41.16646,146.19067,O,3,OO,Approx,Road,Driving,Day,1,1,Near
952,1968,4,Great Lake,-41.98078,146.72157,OI,4,OI,Approx,Bush,Walking,Day,2,1,Near
953,1973,11,Hellyer Gorge,-41.28411,145.60398,K*,4,EO,Approx,Road,Driving,Night,2,1,Near
954,1977,2,Black River,-40.85355,145.29098,O,4,OO,Approx,Bush,Walking,Day,2,1,Near
955,1970,8,Ulverstone,-41.36277,146.45268,O,4,OO,Approx,Road,Driving,Day,2,1,Near
956,1977,7,Port Latta,-40.8561,145.38607,O,4,OO,Approx,Road,Driving,Night,1,1,Near
957,1977,6,Port Latta,-40.8561,145.38607,OI,3,OI,Approx,Bush,Walking,Night,1,2,Far
958,2001,2,Great Lake,-41.73946,146.83261,O,2,OO,Approx,Bush,Walking,Night,2,1,Near
959,1985,NA,Lorinna,-41.5458,146.14219,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
961,1956,NA,Edith Creek,-40.95327,145.10086,S,4,EO,Approx,Bush,Walking,Unkn,1,3+,Unkn
962,1978,4,Upper Blessington,-41.47512,147.54045,O,3,OO,Approx,Road,Driving,Night,1,1,Near
963,1973,9,Great Lake,-41.97871,146.65501,O*,1,OO,Approx,Road,Driving,Night,2,1,Near
964,1926,NA,Lake Lea,-41.51882,145.91054,C*,5,EO,Approx,Bush,Walking,Day,1,2,Near
965,1969,1,Heazlewood River,-41.47174,145.30772,O*I,1,OI,Approx,Bush,Walking,Day,1,1,Near
966,1967,NA,Mt Lindsay,-41.71111,145.30587,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
967,1977,8,Lyell Highway,-42.16279,145.92755,S,5,EO,Broad,Road,Driving,Night,1,1,Near
968,1922,NA,Trowutta/Marrawah,-40.98083,144.88306,S,5,EO,Approx,Bush,Walking,Night,1,1,Near
969,1990,NA,London Lakes,-42.18851,146.52584,OI,3,OI,Approx,Bush,Walking,Night,1,1,Near
970,1983,12,No location given,NA,NA,O*I,2,OI,Unkn,Bush,Walking,Night,1,2,Far
971,1979,7,Hellfire Bluff,-42.73773,147.87988,O,4,OO,Approx,Bush,Walking,Night,3+,2,Near
972,1975,NA,Wielangta,-42.67761,147.88336,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
973,1989,4,Sisters Hills,-40.91306,145.51411,O,3,OO,Approx,Road,Driving,Night,2,1,Near
974,1987,NA,Queenstown-Strahan Rd,-42.15579,145.44573,O,4,OO,Approx,Road,Driving,Day,2,1,Near
975,1978,NA,Queenstown-Strahan Rd,-42.15579,145.44573,O,4,OO,Approx,Road,Driving,Night,2,1,Near
976,1973,NA,Queenstown-Strahan Rd,-42.15579,145.44573,O,4,OO,Approx,Road,Driving,Night,1,1,Near
977,1981,2,Low Rocky Point,-40.85239,145.36667,OI,3,OI,Approx,Bush,Walking,Day,3+,1,Near
978,1920,NA,Milabena,-40.85239,145.36667,O*,3,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
979,1945,NA,Mathinna,-41.52524,147.79078,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
980,1948,NA,Lyell Highway,-42.17325,146.3593,O*,3,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
981,1950,4,Orford,-42.56861,147.87747,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
983,1955,9,West Tamar,-41.25882,146.91096,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
984,1955,1,Zeehan-Strahan Rd,-42.028856,145.26534,O,4,OO,Approx,Road,Driving,Night,2,1,Near
985,1957,NA,Arthurs Lake,-41.93123,146.92915,O,5,OO,Approx,Bush,Walking,Unkn,2,1,Unkn
986,1958,10,Bluff Hill Point,-41.0185,144.62678,S,5,EO,Approx,Road,Driving,Night,1,1,Near
987,1958,NA,Diddleum Plains,-41.32944,147.44241,O,5,OO,Approx,Bush,Driving,Night,2,1,Near
988,1958,NA,Tarraleah,-42.30087,146.44899,O*,3,OO,Approx,Road,Driving,Night,1,1,Near
989,1958,NA,Tulendeena,-41.18507,147.66233,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
990,1960,11,Arthurs Lake,-41.89926,146.93021,S,5,EO,Approx,Bush,Walking,Day,2,1,Near
992,1960,NA,Tam O'Shanter Bay,-40.99805,147.2067,SI,4,EI,Approx,Bush,Walking,Day,1,1,Near
993,1960,NA,Clumner Bluff,-41.74946,146.23641,O,3,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
994,1960,NA,Windermere,-41.30685,147.01191,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
995,1961,12,Hazelmare Creek,-41.67013,147.90239,O,3,OO,Approx,Bush,Walking,Day,2,1,Near
996,1961,4,Wild Dog Creek,-41.81026,146.28079,S,4,EO,Approx,Bush,Walking,Day,1,1,Near
998,1961,NA,Scottsdale,-41.1666,147.52499,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
999,1961,NA,Russell & Weld Rivers,-42.98792,146.74158,OI,3,OI,Approx,Bush,Walking,Night,1,2,Far
1000,1962,6,Black River,-40.96511,145.31365,K*,4,EO,Approx,Bush,Walking,Day,1,1,Far
1001,1962,NA,Frome Dam Track,-41.14655,147.91752,O,3,OO,Approx,Road,Driving,Night,2,1,Near
1002,1962,NA,Rossarden,-41.64155,147.60154,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1003,1962,NA,Tarraleah,-42.30087,146.44899,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1004,1962,NA,Branxholm Rd,-41.20021,147.66911,O,3,OO,Approx,Road,Driving,Night,2,1,Near
1005,1963,NA,Ansons Bay,-41.03545,148.26804,O,4,OO,Approx,Bush,Walking,Night,1,1,Near
1007,1963,NA,Pipers River,-41.12957,147.11428,O,4,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
1008,1964,NA,Den Hill,-40.97123,148.11532,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
1011,1965,NA,Coles Bay,-42.0832,148.23611,O,5,OO,Approx,Bush,Walking,Day,3+,1,Unkn
1012,1965,NA,Mt Horror,-41.05252,147.7389,O,5,OO,Approx,Bush,Walking,Night,1,2,Near
1013,1965,NA,Ross,-42.03099,147.49208,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1014,1965,NA,Southport,-43.42341,146.97242,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1017,1967,3,Crystal Hill,-41.24083,147.99296,S,4,EO,Approx,Road,Driving,Day,1,1,Near
1019,1967,NA,Loyatea,-41.31679,145.9251,S,5,EO,Approx,Bush,Driving,Day,2,1,Near
1020,1967,2,Kamona,-41.15701,147.65725,O,4,OO,Approx,Bush,Driving,Night,2,1,Near
1022,1967,6,Savage River,-41.52782,145.10523,O,5,OO,Approx,Bush,Walking,Day,1,1,Near
1024,1968,NA,Eddystone Point Road,-40.99677,148.30953,O,4,OO,Approx,Road,Walking,Night,1,1,Near
1025,1968,10,Golconda,-41.20167,147.30328,S,4,EO,Approx,Road,Driving,Night,1,1,Near
1026,1968,NA,Ferny Hill & Golconda,-41.13989,147.2987,O*,2,OO,Approx,Road,Driving,Night,1,1,Unkn
1028,1969,9,The Sideling,-41.24332,147.43059,S,4,EO,Approx,Road,Driving,Night,3+,1,Near
1029,1969,NA,Chain of Lagoons,-41.66429,148.2836,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1031,1969,NA,Little Pine Lagoon,-42.00165,146.60989,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1032,1969,NA,Rogerton,-41.03158,145.02539,O,2,OO,Approx,Bush,Walking,Day,1,1,Near
1033,1969,NA,Royal George,-41.84829,147.88876,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1034,1969,NA,Scottsdale,-41.19086,147.56064,S,3,EO,Approx,Road,Driving,Night,1,1,Near
1036,1969,NA,Blue Tier,-41.18109,148.0026,O*,2,OO,Approx,Bush,Walking,Unkn,2,1,Unkn
1037,1969,NA,Tulendeena,-41.18507,147.66233,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1038,1970,12,Myrtle Bank,-41.29932,147.35909,O,4,OO,Approx,Road,Driving,Night,2,1,Near
1039,1970,11,Tullah,-41.73967,145.61492,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1040,1970,NA,Mt Horror,-41.05252,147.7389,O,3,OO,Approx,Road,Unkn,Night,2,1,Unkn
1041,1970,NA,Diddleum Plains,-41.32944,147.44241,O,4,OO,Approx,Bush,Walking,Night,1,1,Unkn
1043,1970,NA,Golconda,-41.20167,147.30328,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1045,1970,NA,Liena,-41.55703,146.22446,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1047,1970,NA,Luina,-41.46707,145.38461,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1049,1970,NA,Riner's Camp,-42.33214,145.83626,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1050,1970,NA,St Helens,-41.31638,148.23625,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1051,1970,NA,Togari,-40.93276,144.93566,O,5,OO,Approx,Road,Driving,Day,1,1,Near
1052,1970,NA,Traveller River,-42.11394,146.22995,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1053,1970,NA,Tullochgorum,-41.67695,147.90774,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1054,1970,3,Montagu River,-40.77918,144.93777,O,4,OO,Approx,Road,Driving,Unkn,1,1,Near
1056,1971,NA,Mt Cameron,-41.01381,147.96362,O,4,OO,Approx,Road,Driving,Night,3+,1,Near
1059,1971,9,The Sideling,-41.25766,147.43029,O,4,OO,Approx,Road,Driving,Unkn,3+,3+,Near
1062,1972,6,Luina,-41.47279,145.27263,O,4,OO,Approx,Road,Driving,Day,1,1,Near
1063,1972,6,Waverley,-41.42946,147.18692,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1064,1972,7,River Forth,-41.65921,146.13463,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1065,1972,8,Forester River,-41.00273,147.49844,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1066,1972,8,Nile,-41.66333,147.34,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1067,1972,8,Rapid River,-41.16922,145.14503,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1068,1972,8,Tullah,-41.73967,145.61492,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1069,1972,NA,Beauty Point,-41.15708,146.81262,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1072,1972,7,Pyengana,-41.24768,148.06925,S,4,EO,Approx,Road,Driving,Night,1,1,Far
1073,1972,4,Kamona,-41.10278,147.64493,O,3,OO,Approx,Road,Driving,Night,2,1,Near
1075,1973,2,Iron Store,-42.1652,145.66805,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1076,1973,3,Granville Harbour,-41.83611,145.06923,O,4,OO,Approx,Bush,Driving,Day,2,1,Near
1078,1973,3,Retreat Road,-41.16519,147.1682,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1079,1973,9,Ellendale,-42.61854,146.71654,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1080,1973,NA,Rogerton,-41.03158,145.02539,O*,2,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1082,1974,9,Weld Hill,-41.13843,147.88471,O*,1,OO,Approx,Road,Driving,Night,1,1,Near
1084,1974,12,Ben Nevis Rd,-41.3939,147.63485,S,4,EO,Approx,Road,Driving,Day,2,1,Near
1085,1974,NA,Nile,-41.66333,147.34,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1086,1975,3,Swan Banks,-41.78138,147.72193,O,4,OO,Approx,Bush,Walking,Day,3+,1,Unkn
1087,1975,4,Cumberland Lake,-41.89924,145.20438,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
1088,1976,2,Arthurs Lake,-41.93383,146.85544,O,3,OO,Approx,Road,Driving,Night,1,1,Near
1089,1977,8,Takone,-41.16229,145.63601,O,3,OO,Approx,Road,Driving,Night,2,1,Near
1091,1978,3,Blessington,-41.49334,147.43202,O,3,OO,Approx,Road,Driving,Night,2,1,Near
1092,1978,9,Wynyard,-40.99545,145.71428,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1093,1978,10,Nabowla,-41.16061,147.36868,O,4,OO,Approx,Road,Walking,Day,1,1,Near
1094,2000,3,Ben Lomond,-41.56573,147.66182,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1095,1965,NA,Bond Bay ,-43.26689,145.90273,S,5,EO,Approx,Unkn,Walking,Unkn,1,1,Unkn
1097,1995,1,Pyengana,-41.28954,148.00465,O*,2,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1098,1963,NA,Lake Leake,-42.03177,147.82867,O,4,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1099,1991,1,Needles Picnic Area,-42.76065,146.4004,S,4,EO,Approx,Road,Walking,Unkn,1,1,Unkn
1100,1988,NA,Tarraleah,-42.30087,146.44899,S,3,EO,Approx,Bush,Walking,Unkn,2,1,Unkn
1101,1930,10,Arthur River,-41.05263,144.66732,S,5,EO,Approx,Bush,Walking,Unkn,1,3+,Unkn
1102,1969,NA,Sundown Creek,-41.1282,144.74061,S,5,EO,Approx,Bush,Walking,Unkn,1,1,Unkn
1103,1940,NA,Crayfish Creek,-40.85239,145.36667,S,5,EO,Approx,Bush,Walking,Unkn,1,1,Unkn
1104,1931,NA,Arthur River,-41.05263,144.66732,S,5,EO,Approx,Bush,Walking,Unkn,1,1,Unkn
1105,1955,NA,Arthur River,-41.05263,144.66732,O,4,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
1106,1930,NA,Lagoon River,-41.50902,144.8412,S,5,EO,Approx,Bush,Walking,Day,1,1,Unkn
1107,1980,12,Connors Road,-41.09771,147.72636,O,3,OO,Precise,Road,Driving,Day,1,1,Far
1108,1925,NA,Detention River Bridge,-40.87888,145.4456,S,5,EO,Approx,Road,Driving,Day,1,1,Near
1109,1980,11,The Pines Corner,-41.27026,147.21438,S,5,EO,Approx,Road,Driving,Night,2,1,Near
1110,1945,NA,Mt Rufus,-42.11718,146.12921,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
1111,1951,NA,Bluff Hill Point,-41.0185,144.62678,OI,3,OI,Approx,Bush,Walking,Unkn,3+,1,Far
1112,1980,NA,Magog Mountain,-41.5136,146.5097,O*I,2,OI,Approx,Bush,Walking,Day,3+,1,Near
1114,1962,NA,East Tamar,-41.23964,147.00781,O,5,OO,Approx,Road,Driving,Night,1,1,Near
1118,1965,NA,Railton,-41.32904,146.42365,O*,1,OO,Approx,Unkn,Unkn,Unkn,Unkn,Unkn,Unkn
1119,1926,NA,Ringarooma,-41.24176,147.73809,S,5,EO,Approx,Road,Walking,Night,2,1,Near
1120,1926,NA,Mt Victoria,-41.33358,147.83623,SI,5,EI,Approx,Bush,Walking,Day,1,1,Unkn
1121,1937,NA,Maxwell River,-42.47168,145.95949,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
1122,1944,NA,Jane River,-42.40186,145.98316,S,5,EO,Approx,Bush,Walking,Day,1,3+,Unkn
1123,1978,3,Dip River,-41.03526,145.37679,O,4,OO,Approx,Bush,Unkn,Unkn,1,1,Unkn
1124,1980,NA,Dip River,-41.03526,145.37679,OI,3,OI,Approx,Bush,Unkn,Unkn,1,1,Unkn
1125,1963,NA,Montumana,-40.94966,145.52136,O,4,OO,Approx,Unkn,Unkn,Unkn,Unkn,1,Unkn
1126,1971,NA,Togari,-40.9393,144.88213,O,5,OO,Approx,Road,Driving,Night,1,1,Near
1127,1933,NA,No location given,NA,NA,S,5,EO,Unkn,Bush,Walking,Day,3+,1,Far
1128,1930,NA,Scottsdale,-41.1666,147.52499,S,5,EO,Approx,Bush,Walking,Day,3+,1,Near
1129,1950,1,Frenchmans Cap,-42.26596,145.83501,O,4,OO,Approx,Road,Driving,Night,3+,1,Far
1130,1962,NA,Evandale ,-41.53894,147.25943,S,4,EO,Approx,Bush,Walking,Day,2,1,Near
1131,1980,2,Bluff & Church Rock,-41.01116,144.61447,O,4,OO,Approx,Road,Driving,Night,2,1,Near
1132,1959,NA,Montagu Swamp,-40.89677,144.91476,O,4,OO,Approx,Unkn,Unkn,Unkn,1,1,Unkn
1133,1978,NA,Lisle,-41.23331,147.32722,O*,3,OO,Approx,Road,Driving,Night,2,1,Near
1134,1978,NA,Lucaston,-42.95883,147.01754,O*,3,OO,Approx,Road,Driving,Night,1,1,Near
1135,1968,11,Dip River,-41.03526,145.37679,O,5,OO,Approx,Bush,Walking,Day,2,1,Far
1136,1979,7,Barren Hill,-41.30089,146.31764,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
1137,1960,NA,Gardeners Bay,-43.17677,147.15012,O,4,OO,Approx,Bush,Walking,Day,2,1,Near
1138,1978,NA,Little Pine Lagoon,-42.01071,146.59022,O*I,2,OI,Approx,Bush,Walking,Day,2,1,Near
1139,1979,1,No location given,NA,NA,O*,1,OO,Unkn,Road,Driving,Night,1,3+,Far
1140,1979,6,Tea Tree Creek,-41.49379,147.42551,O,3,OO,Approx,Road,Driving,Day,3+,1,Far
1141,1955,2,Prosser River,-42.55618,147.83123,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
1142,1979,2,Coles Bay,-42.0832,148.23611,O,4,OO,Approx,Road,Walking,Day,3+,1,Near
1143,1978,3,Molesworth Rd,-42.8054,147.16458,O*,1,OO,Approx,Road,Driving,Day,1,1,Far
1144,1978,2,Huon River,-43.05501,146.76818,O*I,1,OI,Approx,Bush,Walking,Day,1,1,Near
1145,1977,11,Cam River,-41.15158,145.80202,O,3,OO,Precise,Road,Driving,Night,1,3+,Near
1146,1976,9,Avoca,-41.78138,147.72193,O*,1,OO,Approx,Bush,Walking,Day,1,1,Near
1147,1975,4,Kelvedon,-42.20046,148.04555,O,4,OO,Approx,Road,Driving,Night,2,1,Near
1149,1974,12,Prince of Wales Range,-42.41257,146.11733,OI,3,OI,Approx,Bush,Walking,Day,1,1,Near
1150,1974,11,Rosebery / Zeehan turn off,-41.7838,145.49197,O,4,OO,Approx,Road,Driving,Day,2,1,Far
1151,1974,9,Moorina - Weldborough Rd,-41.1589,147.89605,O,3,OO,Approx,Road,Driving,Night,2,1,Near
